2562-01-14 151731,,,,,,,,,,,,
Start Time,2562/01/14 15:17:31,Timestamp,1547453851642,,,,,,,,,
sensor ID,timestamp (ms),Sample Count,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mark
76f897717d325b35,1547453851673,0,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851694,1,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851723,2,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851753,3,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851783,4,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851813,5,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851873,6,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851903,7,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851934,8,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851964,9,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453851994,10,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852024,11,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852053,12,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852083,13,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852113,14,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852144,15,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852203,16,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852233,17,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852263,18,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852294,19,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852324,20,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852354,21,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852384,22,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852414,23,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852444,24,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852474,25,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852534,26,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852564,27,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852594,28,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852624,29,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852683,30,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852685,31,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852714,32,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852744,33,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852774,34,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852804,35,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852864,36,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852894,37,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852924,38,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852953,39,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453852984,40,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853014,41,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853044,42,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853074,43,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853104,44,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853134,45,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853194,46,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853224,47,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853254,48,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853284,49,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853314,50,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853345,51,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853403,52,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853405,53,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853434,54,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853464,55,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853524,56,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853554,57,-4865.0,-4353.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1547453853584,58,-4865.0,-4609.0,4863.0,0.0,0.0,0.0,0.0,0.0,0.0,0
