2.5953147,-1.5981296,8.974665
2.3942018,-1.5646108,9.396045
2.3750482,-2.0338743,9.396045
1.9297266,-1.6651673,9.496601
1.9488802,-1.5885528,9.463082
1.8243817,-1.5119383,9.534908
1.7812861,-1.0809821,9.491813
1.8004397,-1.1001357,9.640253
1.8483237,-1.2437878,9.692925
1.8339585,-1.2006922,9.67856
1.7621324,-1.2389994,9.645041
1.9009962,-1.2437878,9.487024
1.8243817,-1.5598224,9.831789
1.7286136,-1.555034,9.640253
1.8100165,-1.5837644,9.630676
1.8435353,-1.6795325,9.606734
1.8626889,-1.5693992,9.654618
1.8722657,-1.5933412,9.544485
1.8722657,-1.5885528,9.645041
1.8674773,-1.5885528,9.592369
1.8435353,-1.5885528,9.630676
1.8531121,-1.578976,9.621099
1.8243817,-1.555034,9.712079
1.8962077,-1.5167267,9.4535055
1.8962077,-1.5071499,9.67856
1.7908629,-1.578976,9.601946
1.7717092,-1.5454572,9.707291
1.8531121,-1.5837644,9.702502
1.8195933,-1.555034,9.534908
1.7860745,-1.5454572,9.554062
1.8148049,-1.5981296,9.659407
1.7669208,-1.5933412,9.5732155
1.757344,-1.5885528,9.630676
1.6759412,-1.6077064,9.601946
1.7525556,-1.6316484,9.606734
1.7142484,-1.6316484,9.587581
1.7190368,-1.6651673,9.654618
1.6998832,-1.6364368,9.606734
1.70946,-1.6220716,9.621099
1.7381904,-1.6603789,9.601946
1.7286136,-1.6843209,9.568427
1.7669208,-1.6747441,9.640253
1.6807296,-1.6747441,9.592369
1.6998832,-1.6124948,9.659407
1.6567876,-1.6172832,9.630676
1.6711528,-1.6412252,9.601946
1.7381904,-1.4065934,9.635465
1.8148049,-1.1336545,9.625888
1.9393034,-0.7218518,9.740809
2.054225,-0.6452374,9.654618
1.9728222,-0.6500258,9.668983
2.0111294,-0.6596026,9.712079
1.9728222,-0.8846575,9.645041
1.8722657,-1.1145009,9.659407
1.9153614,-1.2868834,9.635465
1.8483237,-1.2150574,9.707291
1.9488802,-1.5693992,9.625888
1.934515,-1.3587095,9.587581
1.8052281,-1.4209588,9.300277
2.3127987,-1.7657237,8.8884735
3.7110126,-2.9771898,10.018537
3.1794999,-2.4361002,9.060856
3.4332852,-2.9101522,8.347384
3.8259344,-3.2022448,8.337808
4.295198,-3.2836475,6.7624226
6.0621185,-4.787206,6.0106435
7.896077,-3.8726213,4.8853683
8.528147,-3.9971197,3.5350387
9.299079,-2.4073699,2.1655555
9.241618,-2.100912,2.9221232
8.762778,-1.4065934,3.3051953
8.303091,-1.6124948,3.3291376
8.710106,-2.4791958,3.2956185
8.920795,-2.2828712,4.358644
9.255983,-2.574964,2.3475149
9.227253,-2.172738,2.337938
9.390059,-2.244564,2.5151088
9.141062,-2.397793,2.1080947
9.188946,-2.6180596,1.8351556
9.208099,-2.2493525,1.5239093
8.853758,-2.8526914,2.0458453
8.695741,-3.1591492,1.4041992
8.858546,-3.144784,1.5334862
8.978256,-2.9963434,1.3611037
9.131485,-2.7952304,1.3563153
9.131485,-3.0585926,1.3132197
9.2308445,-3.169923,1.2653356
9.106346,-3.0550013,1.3323733
9.1829605,-3.083732,1.2126632
9.317036,-2.9496565,1.1599907
9.613917,-2.657564,0.79607207
9.398438,-2.3080103,1.9117701
8.076839,-3.514688,2.36188
8.277952,-4.1036615,2.6970682
8.49343,-3.9121256,2.658761
8.383297,-3.940856,2.5486276
8.555679,-4.343082,2.2278047
8.857349,-3.7493198,2.3235726
8.435969,-3.3327289,2.6252422
8.479065,-3.5577838,2.9460652
8.139089,-3.691859,2.8455088
8.790312,-3.643975,2.6922798
9.1255,-2.6192567,2.4959552
9.091981,-2.6623523,1.8734628
9.369708,-2.2361844,2.1320367
9.216479,-2.8299465,1.4281414
9.384073,-2.3942018,1.389834
9.379285,-2.1883004,1.4137762
9.384073,-2.2936451,1.5095441
9.144653,-2.4037786,1.6675615
9.24521,-2.408567,1.5813702
9.2547865,-2.2984335,1.8016368
9.216479,-2.2984335,2.1272483
9.173384,-1.9153614,2.3331497
9.1590185,-2.0111294,2.3810337
9.1829605,-2.1930888,2.3427265
9.336189,-2.006341,2.4193408
9.283517,-2.0207062,2.2278047
9.259575,-2.327164,2.160767
9.2547865,-2.0159178,2.1559787
9.269152,-2.2026656,2.1511903
9.269152,-2.1068976,2.1033063
9.293094,-2.15957,2.160767
9.264363,-2.1739352,2.1799207
9.317036,-2.1883004,2.1511903
9.288305,-2.1452048,2.1799207
9.297882,-2.0925324,2.1703439
9.283517,-2.135628,2.2038627
