,ID,date,time,x,y,z,HR,y_pred
0,11,19-04-11,00:00:00.000000,0.8432246998284734,0.34961664841182916,0.550695894224078,59.00000000,1
1,11,19-04-11,16:59:33.516000,0.8243567753001715,0.45994888645491055,0.47571329157967995,59.00000000,1
2,11,19-04-11,16:59:33.649000,0.965008576329331,0.5613727637824024,0.433820459290188,58.00000000,1
3,11,19-04-11,16:59:33.768000,0.6783533447684391,0.47239868565169774,0.6111099512874044,59.00000000,1
4,11,19-04-11,16:59:33.889000,1.0,0.49996349032493614,0.7280097425191372,59.00000000,1
5,11,19-04-11,16:59:34.009000,0.8181132075471698,0.42544724351953267,0.728740431454419,59.00000000,1
6,11,19-04-11,16:59:34.129000,0.8408233276157804,0.3958415480102227,0.6653444676409187,59.00000000,1
7,11,19-04-11,16:59:34.252000,0.8384219554030875,0.43964950711938666,0.6645093945720251,59.00000000,1
8,11,19-04-11,16:59:34.376000,0.8349228130360206,0.42151880248265794,0.6394572025052193,63.00000000,1
9,11,19-04-11,16:59:34.501000,0.8350257289879932,0.43921139101861995,0.6215448851774531,62.00000000,1
10,11,19-04-11,16:59:34.626000,0.8456260720411664,0.43519532676159184,0.6326026443980516,63.00000000,1
11,11,19-04-11,16:59:34.751000,0.83221269296741,0.428039430449069,0.6291231732776619,64.00000000,1
12,11,19-04-11,16:59:34.879000,0.8380789022298456,0.4308871851040526,0.6219241475295756,64.00000000,1
13,11,19-04-11,16:59:35.017000,0.844253859348199,0.43015699160277476,0.6363952679192764,65.00000000,1
14,11,19-04-11,16:59:35.150000,0.832590051457976,0.4312887915297554,0.6277418232428672,66.00000000,1
15,11,19-04-11,16:59:35.282000,0.8380789022298456,0.42690763052208835,0.6257167710508004,66.00000000,1
16,11,19-04-11,16:59:35.414000,0.8435677530017153,0.4323110624315444,0.6326026443980516,67.00000000,1
17,11,19-04-11,16:59:35.548000,0.834271012006861,0.4294633077765608,0.6287821851078637,65.00000000,1
18,11,19-04-11,16:59:35.692000,0.8373927958833619,0.42544724351953267,0.6243423799582464,67.00000000,1
19,11,19-04-11,16:59:35.832000,0.8421955403087478,0.4330412559328222,0.6329505915100906,66.00000000,1
20,11,19-04-11,16:59:35.971000,0.8370497427101201,0.42873311427528293,0.6284585942936675,66.00000000,1
21,11,19-04-11,16:59:36.109000,0.8367066895368782,0.42509675063891933,0.6257132915796799,66.00000000,1
22,11,19-04-11,16:59:36.246000,0.8421955403087478,0.43194596568090543,0.631562282533055,66.00000000,1
23,11,19-04-11,16:59:36.385000,0.8384219554030875,0.4276378240233662,0.6294989561586639,65.00000000,1
24,11,19-04-11,16:59:36.530000,0.8109777015437393,0.414728002920774,0.6122233820459291,65.00000000,1
25,11,19-04-11,16:59:36.671000,0.8950257289879932,0.42800292077400515,0.6390396659707726,62.00000000,1
26,11,19-04-11,16:59:36.812000,0.8439108061749572,0.4380795910916393,0.6191823242867085,65.00000000,1
27,11,19-04-11,16:59:36.956000,0.8449399656946828,0.45403431909456005,0.6356297842727906,65.00000000,1
28,11,19-04-11,16:59:37.100000,0.8888507718696398,0.46221248630887185,0.6887613082811413,66.00000000,1
29,11,19-04-11,16:59:37.245000,0.8311835334476845,0.42625045637093834,0.6356645789839945,67.00000000,1
30,11,19-04-11,16:59:37.392000,0.8288164665523157,0.42800292077400515,0.6047007654836466,66.00000000,1
31,11,19-04-11,16:59:37.538000,0.8500857632933105,0.4340635268346112,0.6322825330549757,65.00000000,1
32,11,19-04-11,16:59:37.687000,0.8341680960548885,0.4139138371668492,0.6363952679192764,65.00000000,1
33,11,19-04-11,16:59:37.837000,0.8311492281303603,0.42188389923329683,0.6315414057063327,65.00000000,1
34,11,19-04-11,16:59:37.993000,0.8425385934819898,0.4276013143483023,0.6339944328462075,66.00000000,1
35,11,19-04-11,16:59:38.145000,0.8432246998284734,0.4326761591821833,0.6315692414752958,66.00000000,1
36,11,19-04-11,16:59:38.297000,0.8277186963979417,0.41863088718510405,0.6250034794711204,67.00000000,1
37,11,19-04-11,16:59:38.452000,0.8449399656946828,0.41886454910551296,0.6140814196242171,68.00000000,1
38,11,19-04-11,16:59:38.607000,0.7241166380789023,0.6453815261044177,0.7153444676409186,66.00000000,1
39,11,19-04-11,16:59:38.763000,0.8425385934819898,0.44914202263599856,0.5500695894224079,68.00000000,1
40,11,19-04-11,16:59:38.920000,0.7614065180102916,0.5937203358890106,0.7149617258176758,67.00000000,1
41,11,19-04-11,16:59:39.080000,0.6502572898799314,0.5953997809419496,0.8210160055671538,66.00000000,1
42,11,19-04-11,16:59:39.308000,0.6228130360205832,0.584811975173421,0.8710855949895617,66.00000000,1
43,11,19-04-11,16:59:39.468000,0.6272041166380788,0.5871120847024461,0.922651356993737,68.00000000,1
44,11,19-04-11,16:59:39.629000,0.610566037735849,0.5968966776195692,0.8940153096729297,67.00000000,1
45,11,19-04-11,16:59:39.791000,0.6203430531732419,0.5754289886820008,0.8707376478775227,67.00000000,1
46,11,19-04-11,16:59:39.954000,0.6152315608919382,0.5794815626140928,0.8885873347251219,68.00000000,1
47,11,19-04-11,16:59:40.120000,0.6327272727272727,0.5924059875867105,0.8941196938065414,69.00000000,1
48,11,19-04-11,16:59:40.288000,0.6367753001715266,0.5822197882438847,0.8824982602644399,68.00000000,1
49,11,19-04-11,16:59:40.455000,0.6254202401372213,0.5652792990142388,0.8715031315240085,66.00000000,1
50,11,19-04-11,16:59:40.625000,0.6299142367066896,0.5772179627601315,0.8804105775922061,66.00000000,1
51,11,19-04-11,16:59:40.819000,0.5819210977701543,0.5511135450894488,0.8898747390396661,68.00000000,1
