-3.3063924,5.0014873,7.4387846,1538036065591
-2.9616275,5.734113,7.908048,1538036065751
-1.673547,6.505046,7.381324,1538036065912
-1.6160861,6.3901243,7.041347,1538036066072
-1.6017209,6.4044895,7.2185183,1538036066233
-1.745373,6.3087215,7.275979,1538036066394
-1.6831238,6.3566055,7.3525934,1538036066555
-1.673547,6.3087215,7.3525934,1538036066716
-1.6352397,6.2225304,7.429208,1538036066877
-1.4389153,5.9783216,7.6255326,1538036067038
-1.2425907,5.6910176,7.908048,1538036067198
-1.127669,5.5042696,8.157045,1538036067359
-1.1420342,5.5042696,8.133103,1538036067520
-1.1611878,5.475539,8.128315,1538036067681
-1.1803415,5.4563856,8.085219,1538036067842
-1.1372458,5.461174,8.075643,1538036068003
-1.1372458,5.446809,8.02297,1538036068164
-1.1803415,5.451597,8.061277,1538036068324
-1.1899183,5.4899044,8.061277,1538036068485
-1.1994951,5.485116,8.061277,1538036068646
-1.2473791,5.5042696,8.037335,1538036068807
-1.3575124,5.5138464,7.831434,1538036068968
-3.0765493,6.1123967,7.5824366,1538036069129
-2.099715,6.069301,7.668628,1538036069290
-1.5777789,6.045359,7.477092,1538036069451
-1.8315643,6.6247563,7.467515,1538036069611
-0.7398083,5.9687448,7.261614,1538036069772
-0.6488287,6.0501475,7.759608,1538036069933
-0.78290397,6.0597243,7.5968018,1538036070094
-0.8834604,6.155493,7.524976,1538036070255
-0.9504981,6.0357823,7.630321,1538036070417
-1.3814543,5.8681884,7.750031,1538036070577
-2.3008277,5.705383,7.5441294,1538036070738
-6.4906807,6.9168487,6.3805475,1538036070899
-4.9057193,6.457162,6.385336,1538036071059
-4.1683054,5.0781016,6.4188547,1538036071220
-4.6806645,5.638345,6.7923503,1538036071381
-4.1299977,5.657499,7.03177,1538036071542
-3.952827,5.98311,7.21373,1538036071703
-3.028665,6.447585,6.9168487,1538036071863
-3.3159695,5.901707,6.754043,1538036072024
-2.5881321,6.6247563,6.7444663,1538036072185
-2.9472623,6.241684,6.9838862,1538036072346
-2.3199813,6.31351,5.825093,1538036072507
-2.707842,6.754043,7.261614,1538036072667
-4.656722,5.6766524,7.36217,1538036072828
-7.0126166,3.7565024,4.187459,1538036072989
