2562-01-14 154521,,,,,,,,,,,,
Start Time,2562/01/14 15:45:21,Timestamp,1547455521119,,,,,,,,,
sensor ID,timestamp (ms),Sample Count,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mark
5be990fc c4796ef,1547455521150,0,,,,,,,,,,0
5be990fc c4796ef,1547455521150,0,5887.0,8191.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521170,1,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521171,2,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521200,3,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521260,4,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521261,5,5887.0,8191.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521320,6,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521321,7,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521350,8,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521381,9,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521440,10,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521530,11,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521530,12,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521531,13,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521560,14,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521591,15,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521620,16,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521650,17,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521710,18,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521711,19,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521770,20,5887.0,8447.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521801,21,5887.0,8191.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5be990fc c4796ef,1547455521802,22,5887.0,8191.0,6655.0,0.0,0.0,0.0,0.0,0.0,0.0,0
