,date,time,x,y,z,label
373,2018-10-30,1:3:38,-1.5981296,-3.29681562,9.19134,laying
374,2018-10-30,1:3:39,-1.5849615,-3.2980127,9.1937345,laying
375,2018-10-30,1:3:40,-1.5897499,-3.2836475,9.1817635,laying
376,2018-10-30,1:3:41,-1.58903164,-3.29274546,9.1918188,laying
377,2018-10-30,1:3:42,-1.5729905,-3.289633,9.20450825,laying
378,2018-10-30,1:3:43,-1.5741876,-3.28963318,9.19732525,laying
379,2018-10-30,1:3:44,-1.590947,-3.3279405,9.16620075,laying
380,2018-10-30,1:3:45,-1.57753948,-3.31381456,9.1717074,laying
381,2018-10-30,1:3:46,-1.5825673,-3.3243492,9.19134,laying
382,2018-10-30,1:3:47,-1.6112977,-3.3566709,9.167398,laying
383,2018-10-30,1:5:17,-1.6244658,-3.357868,9.0572645,sitting
384,2018-10-30,1:5:18,1.4508862,-1.2162545,9.679757,sitting
385,2018-10-30,1:5:19,1.15071322,-2.81318701,9.89583425,sitting
386,2018-10-30,1:5:26,-0.30077159,-9.21169075,3.47907434,sitting
387,2018-10-30,1:5:27,0.24229321,-9.1008392,-2.9824571,sitting
388,2018-10-30,1:5:28,0.18315643,-9.181763,-3.31716652,sitting
389,2018-10-30,1:5:29,0.26216509,-9.238027,-3.05739555,sitting
390,2018-10-30,1:5:30,0.23463176,-9.25478625,-2.9891608,sitting
391,2018-10-30,1:5:31,0.17597383,-9.24999775,-3.0466216,sitting
392,2018-10-30,1:5:32,0.19728222,-9.3881438,-2.62141144,sitting
393,2018-10-30,1:5:33,0.22146366,-9.24880112,-3.08732315,sitting
394,2018-10-30,1:5:34,0.19153613,-9.14704725,-3.26808538,sitting
395,2018-10-30,1:5:35,-1.66397022,-9.49899525,-2.42053788,sitting
396,2018-10-30,1:5:36,-0.79942394,-8.8604618,-3.9497145,sitting
397,2018-10-30,1:5:37,-0.79966337,-8.96149675,-3.65714308,sitting
398,2018-10-30,1:5:38,-0.93613284,-8.99022725,-3.5350387,sitting
399,2018-10-30,1:5:39,-1.02232414,-8.916007,-3.61763875,sitting
400,2018-10-30,1:5:40,-1.1489774,-8.9380334,-3.61644168,sitting
401,2018-10-30,1:5:41,-1.14921685,-8.962694,-3.42131425,sitting
402,2018-10-30,1:5:42,-0.9864111,-9.012972,-3.4859576,sitting
403,2018-10-30,1:5:43,-0.91578216,-8.974665,-3.55658663,sitting
404,2018-10-30,1:5:44,-0.97276416,-8.9887906,-3.53695414,sitting
405,2018-10-30,1:5:45,-1.0223241,-8.96149675,-3.55538948,sitting
406,2018-10-30,1:5:46,-0.9947908,-8.938752,-3.5889084,sitting
407,2018-10-30,1:5:47,-0.9947908,-8.99022725,-3.56376925,sitting
