,timestamp,x,y,z,label
0,2018-10-05 14:42:29.159,0.59017074,0.4141969,9.877279,walking_down
1,2018-10-05 14:42:29.319,0.59017074,0.4141969,9.877279,walking_down
2,2018-10-05 14:42:29.479,0.58538234,0.51954174,9.882068,walking_down
3,2018-10-05 14:42:29.639,0.51355624,0.5243302,9.872491,walking_down
4,2018-10-05 14:42:29.799,0.59017074,0.5386954,9.810242,walking_down
5,2018-10-05 14:42:29.959,0.59974754,0.7206547,9.757569,walking_down
6,2018-10-05 14:42:30.119,0.61411273,0.7637503000000001,9.834184,walking_down
7,2018-10-05 14:42:30.279,0.59495914,0.6727706999999999,9.791088,walking_down
8,2018-10-05 14:42:30.439,0.61890113,0.7110779,9.901221,walking_down
9,2018-10-05 14:42:30.599,0.5327099000000001,0.6823475,9.829395,walking_down
10,2018-10-05 14:42:30.759,0.5518635000000001,0.61530983,9.901221,walking_down
11,2018-10-05 14:42:30.919,0.5805939,0.62967503,9.834184,walking_down
12,2018-10-05 14:42:31.079,0.49919105,0.7015011,9.800665,walking_down
13,2018-10-05 14:42:31.239,0.60453594,0.7733272,9.81503,walking_down
14,2018-10-05 14:42:31.399,0.49440265,0.7637503000000001,9.829395,walking_down
15,2018-10-05 14:42:31.559,0.4321534000000001,0.6775591,9.8677025,walking_down
16,2018-10-05 14:42:31.719,0.5422866999999999,0.7637503000000001,9.8198185,walking_down
17,2018-10-05 14:42:31.879,0.5662286999999999,0.81642276,9.800665,walking_down
18,2018-10-05 14:42:32.039,0.5805939,0.8834603999999999,9.81503,walking_down
19,2018-10-05 14:42:32.199,0.6380547,0.8547299999999999,9.805453,walking_down
20,2018-10-05 14:42:32.359,0.748188,0.9600749,9.503783,walking_down
21,2018-10-05 14:42:32.519,0.81522566,0.62967503,9.321824,walking_down
22,2018-10-05 14:42:32.679,1.4137761999999998,0.6967127,8.239645,walking_down
23,2018-10-05 14:42:32.839,2.528277,-0.22146365,7.2245035,walking_down
24,2018-10-05 14:42:32.999,8.6334915,-4.272453,3.4560301,walking_down
25,2018-10-05 14:42:33.159,10.994174,-8.883685,0.17118542,walking_down
26,2018-10-05 14:42:33.319,8.6095495,-6.1303535,1.9859903,walking_down
27,2018-10-05 14:42:33.479,8.135497,-6.2021794,2.895787,walking_down
28,2018-10-05 14:42:33.639,8.590396,-4.622006400000001,1.650802,walking_down
29,2018-10-05 14:42:33.799,9.902418,-3.1998506,0.30047232,walking_down
30,2018-10-05 14:42:33.959,5.9184666,-3.2573113,0.89902276,walking_down
31,2018-10-05 14:42:34.119,4.9943047,-2.3570917,1.9668367,walking_down
