date,time,heart rate
2018-10-30,01:03:24.214,133.87349
2018-10-30,01:03:25.317,137.17674
2018-10-30,01:03:26.445,138.82837
2018-10-30,01:03:27.553,131.94585
2018-10-30,01:03:28.675,124.81206
2018-10-30,01:03:29.735,120.06936
2018-10-30,01:03:30.835,116.91283
2018-10-30,01:03:31.926,114.77181999999999
2018-10-30,01:03:33.007,112.922775
2018-10-30,01:03:34.111,111.889725
2018-10-30,01:03:35.205,110.11501000000001
2018-10-30,01:03:36.295,109.22766000000001
2018-10-30,01:03:37.395,108.78398
2018-10-30,01:03:38.485,114.09069
2018-10-30,01:03:39.586,124.04283000000001
2018-10-30,01:03:40.678,133.59116
2018-10-30,01:03:41.764,138.36533
2018-10-30,01:03:42.845,140.75241
2018-10-30,01:03:43.954,141.08646000000002
2018-10-30,01:03:45.036,139.87051
2018-10-30,01:03:46.133,137.61037
2018-10-30,01:03:47.295,0.0
2018-10-30,01:04:34.344,133.68777
2018-10-30,01:05:18.822,132.11563
2018-10-30,01:05:19.922,132.69846
2018-10-30,01:05:21.003,133.66486
2018-10-30,01:05:22.093,134.85613999999998
2018-10-30,01:05:23.205,135.45642
2018-10-30,01:05:24.296,135.75656
2018-10-30,01:05:25.374,136.18967
2018-10-30,01:05:26.465,138.46194
2018-10-30,01:05:27.564,140.06985
2018-10-30,01:05:28.672,140.87381000000002
2018-10-30,01:05:29.745,141.10043000000002
2018-10-30,01:05:30.844,141.13065
2018-10-30,01:05:31.944,141.22885
2018-10-30,01:05:33.035,141.27795
2018-10-30,01:05:34.125,141.66748
2018-10-30,01:05:35.265,142.33252
2018-10-30,01:05:36.355,142.66504
2018-10-30,01:05:37.435,142.36102
2018-10-30,01:05:38.535,142.20901
2018-10-30,01:05:39.634,142.18872
2018-10-30,01:05:40.725,142.17856
2018-10-30,01:05:41.806,142.21149
2018-10-30,01:05:42.915,142.63523999999998
2018-10-30,01:05:44.007,143.03285
2018-10-30,01:05:45.084,143.51657
2018-10-30,01:05:46.185,143.76166
2018-10-30,01:05:47.275,143.95978
2018-10-30,01:06:50.312,144.1391
