date,time,x,y,z,label
2018-10-05,19:51:12,9.28543248,-3.44573504,1.82677586,walking
2018-10-05,19:51:13,9.87608175,-4.16591092,1.49278478,walking
2018-10-05,19:51:14,9.200917,-4.24611675,1.37307467,walking
2018-10-05,19:51:31,10.911574,-2.64319875,1.42933835,walking
2018-10-05,19:51:32,-0.53510407,3.13680333,9.28551233,walking
2018-10-05,19:51:33,-0.52193598,2.83593195,9.343372,walking
2018-10-05,19:51:34,-0.47381252,2.81342644,9.36085,walking
2018-10-05,19:51:35,-0.45370121,2.541445,9.435549,walking
2018-10-05,19:51:36,-0.52792147,2.5390508,9.40562125,walking
2018-10-05,19:52:31,-0.5303157,2.5079262,9.397242,walking_upstairs
2018-10-05,19:52:32,0.3774858,0.31723172,9.828198,walking_upstairs
2018-10-05,19:52:33,0.4261679,0.44173022,9.80784725,walking_upstairs
2018-10-05,19:52:34,0.24690205,0.54108958,9.77432825,walking_upstairs
2018-10-05,19:52:35,8.01818152,-4.88776267,1.96055192,walking_upstairs
2018-10-05,19:52:36,9.4738565,-3.371036,1.27102181,walking_upstairs
2018-10-05,19:52:37,10.0963486,-3.38875306,1.23085915,walking_upstairs
2018-10-05,19:52:38,9.65581575,-3.26808528,1.81271,walking_upstairs
2018-10-05,19:52:39,8.2803466,-2.86825362,1.56131882,walking_upstairs
2018-10-05,19:52:40,9.78390512,-3.16872588,1.50176305,walking_upstairs
2018-10-05,19:52:41,8.83029472,-3.51420922,2.40186313,walking_upstairs
2018-10-05,19:52:42,8.63827983,-3.11126508,1.71933608,walking_upstairs
2018-10-05,19:52:43,8.6418708,-3.7098155,1.9165585,walking_upstairs
2018-10-05,19:52:44,9.1123316,-3.1567549,1.09654435,walking_upstairs
2018-10-05,19:52:45,9.1817634,-3.45483304,1.32303588,walking_upstairs
2018-10-05,19:52:46,8.6334913,-3.22738388,1.56161812,walking_upstairs
2018-10-05,19:52:47,8.68017815,-3.72896912,1.7396868,walking_upstairs
2018-10-05,19:52:48,10.17775112,-3.2022448,1.48380653,walking_upstairs
2018-10-05,19:52:49,8.98304485,-2.97240142,2.05781637,walking_upstairs
2018-10-05,19:52:50,9.4805598,-3.33033458,2.28071658,walking_upstairs
2018-10-05,19:52:51,5.65510428,-4.41251382,4.08271243,walking_upstairs
2018-10-05,19:52:52,0.0700304,1.61488902,9.13986475,walking_upstairs
2018-10-05,19:52:53,-0.31603462,1.62925422,9.6570125,walking_upstairs
2018-10-05,19:52:54,-0.20709845,1.44825258,9.6653918,walking_upstairs
2018-10-05,19:52:55,-0.32561144,1.28927765,9.68095437,walking_upstairs
2018-10-05,19:52:56,-0.29209261,1.24737912,9.71327575,walking_upstairs
2018-10-20,11:21:20,-0.075417355,1.0079589,9.610325999999999,walking
2018-10-20,11:21:21,0.032621,0.84156191,9.599552,walking
2018-10-20,11:21:22,0.00933739,0.71778167,9.6792788,walking
2018-10-20,11:21:23,0.02932897,0.56024321,9.68694025,walking
2018-10-20,11:21:24,0.09696517,0.5626374,9.66060375,walking
2018-10-20,11:21:25,0.12090719,0.5398925,9.66060375,walking
2018-10-20,11:21:26,0.21547815,0.545878,9.6893345,walking
2018-10-20,11:21:27,0.12258313,0.62488666,9.6390562,walking
2018-10-20,11:21:28,9.0105783,-4.31165795,0.8834604,walking
2018-10-20,11:21:29,9.64982975,-3.58292287,0.51624973,walking
2018-10-20,11:21:30,9.36491975,-4.0665516,1.98838455,walking
2018-10-20,11:21:31,9.4867849,-3.28795718,1.86843506,walking
2018-10-20,11:21:32,9.34097825,-3.44286205,1.8710686,walking
2018-10-20,11:21:33,8.89445925,-3.2178071,1.89501062,walking
2018-10-20,11:21:34,9.8365775,-3.62721558,2.03267726,walking
2018-10-20,11:21:35,9.0318866,-3.35020646,1.66444898,walking
2018-10-20,11:21:36,9.16261,-3.3782186,1.6424224,walking
2018-10-20,11:21:37,9.461885,-3.29442158,1.78248315,walking
2018-10-20,11:21:38,9.56603275,-3.60327362,1.32638776,walking
2018-10-20,11:21:39,9.3124871,-3.49385858,0.80564889,walking
2018-10-20,11:21:40,8.9100215,-3.04542455,0.16699557,walking
2018-10-20,11:21:41,9.4894185,-3.35307945,1.15161102,walking
2018-10-20,11:21:42,8.948329,-3.58292285,1.6891093,walking
2018-10-20,11:21:43,9.8813492,-3.56376928,1.9393034,walking
2018-10-20,11:21:44,8.76996088,-3.70981552,1.98479318,walking
2018-10-20,11:21:45,8.930372,-3.29801285,1.851915,walking
2018-10-20,11:21:46,8.9567085,-3.33033458,1.90339038,walking
2018-10-20,11:21:47,9.0395478,-3.62410316,1.93834571,walking
2018-10-20,11:21:48,8.97705938,-3.47757795,1.77530058,walking
2018-10-20,11:21:49,8.876503,-3.47398662,1.79086287,walking
2018-10-20,11:21:50,9.7204585,-3.93965885,2.44447995,walking
2018-10-21,18:45:54,-0.4381389,0.33339257,8.7340477,running
2018-10-21,18:45:55,-0.04578911,1.2485762,9.15423,running
2018-10-21,18:45:56,-0.18794483,1.47722238,9.4307605,running
2018-10-21,18:45:57,-0.22816742,1.67809596,9.3637228,running
2018-10-21,18:45:58,-0.36272156,1.76452665,9.30027625,running
2018-10-21,18:45:59,-0.20709845,2.38103355,9.12430275,running
2018-10-21,18:46:0,-0.55186348,-0.92775314,9.52533125,running
2018-10-21,18:46:1,-0.46375687,0.38426938,9.5686662,running
2018-10-21,18:46:2,-0.49799395,0.79966338,9.487024,running
2018-10-21,18:46:3,-0.49081135,1.18991826,8.76636975,running
2018-10-21,18:46:4,13.69124238,-6.54694445,0.05805939,running
2018-10-21,18:46:5,9.334753,-4.24204654,0.57149592,running
2018-10-21,18:46:6,9.76834275,-4.44124428,0.58298812,running
2018-10-21,18:46:7,8.8920651,-5.01226128,0.68713588,running
2018-10-21,18:46:8,3.80079538,-9.04529392,-0.40132808,running
2018-10-21,18:46:9,7.55634,-7.18787232,1.23971764,running
2018-10-21,18:46:10,3.8600516,-8.46978772,1.20458275,running
2018-10-21,18:46:11,5.19781195,-8.07803642,0.48273092,running
2018-10-21,18:46:12,8.65982775,-13.32463005,1.62087451,running
2018-10-21,18:46:13,2.5613169,-6.72746764,1.79924254,running
2018-10-21,18:46:14,0.42975903,-3.18548535,0.82240829,running
2018-10-21,18:46:15,10.0400846,-13.83220082,1.99317288,running
2018-10-21,18:46:16,5.53240149,-6.55442615,2.03866274,running
2018-10-21,18:46:17,11.9793879,-14.93263632,0.32501285,running
2018-10-21,18:46:18,7.76559332,-17.9651318,2.82970694,running
2018-10-21,18:46:19,12.12663137,-6.6935894,2.36666838,running
2018-10-21,18:46:20,14.69740528,-11.65257945,1.68462015,running
2018-10-21,18:46:21,4.84945562,-11.33175668,4.18865584,running
2018-10-21,18:46:22,10.06259032,-14.54549386,1.77530054,running
2018-10-21,18:46:23,8.6759884,-8.24592975,1.08726685,running
2018-10-21,18:46:56,2.7976246,-7.2233067,2.3774424,running
2018-10-21,18:46:57,-0.03671109,-0.48921522,9.65421933,running
2018-10-21,18:46:58,0.23415292,0.69647328,9.5179092,running
2018-10-21,18:46:59,0.25378538,0.94930096,9.5181485,running
2018-10-21,18:47:0,0.24301148,0.79846624,9.5133605,running
2018-10-21,18:47:1,0.27413609,0.48722004,9.592369,running
2018-10-21,18:47:2,0.07092822,0.46686934,9.519346,running
2018-10-21,18:47:3,0.61052146,0.10606315,9.543767,running
