2562-03-05 123335,,,,,,,,,,,,
Start Time,2562/03/05 12:33:35,Timestamp,1551764015786,,,,,,,,,
sensor ID,timestamp (ms),Sample Count,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mark
76f897717d325b35,1551764015841,0,,,,,,,,,,0
76f897717d325b35,1551764015841,0,,,,,,,,,,0
76f897717d325b35,1551764015841,0,,,,,,,,,,0
76f897717d325b35,1551764015841,0,,,,,,,,,,0
76f897717d325b35,1551764015841,0,-5377.0,-8705.0,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764015869,1,-5121.0,-8705.0,10751.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764015958,2,-5121.0,-8449.0,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764015988,3,-5377.0,-8449.0,10751.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016049,4,-5377.0,-8449.0,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016109,5,-5633.0,-8705.0,10751.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016198,6,-5377.0,-8449.0,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016258,7,-4865.0,-8705.0,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016318,8,-5121.0,-8193.0,10751.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016378,9,-5377.0,-8449.0,10751.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016469,10,-4865.0,-8961.0,11007.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016559,11,-4865.0,-8193.0,11007.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016589,12,-4609.0,-8449.0,10239.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016649,13,-4865.0,-8961.0,10495.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016709,14,-4865.0,-8961.0,10239.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016829,15,-4865.0,-8705.0,9983.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76f897717d325b35,1551764016859,16,-4865.0,-8705.0,9983.0,0.0,0.0,0.0,0.0,0.0,0.0,0
