-0.047884032,-9.106346,2.8443117,2019-05-11 10:08:47.082
-0.038307227,-9.024943,2.8491,2019-05-11 10:08:47.245
-0.076614454,-9.00579,2.873042,2019-05-11 10:08:47.403
-0.04309563,-9.010578,2.9352913,2019-05-11 10:08:47.569
-0.05746084,-9.053674,2.9017725,2019-05-11 10:08:47.726
-0.038307227,-8.957906,2.9352913,2019-05-11 10:08:47.886
-0.038307227,-9.082404,2.8634653,2019-05-11 10:08:48.046
-0.033518825,-9.029732,2.8874073,2019-05-11 10:08:48.207
-0.047884032,-9.111135,2.8874073,2019-05-11 10:08:48.369
-0.019153614,-8.948329,2.825158,2019-05-11 10:08:48.529
0.075417355,-9.115923,2.5378537,2019-05-11 10:08:48.689
0.12330139,-8.804677,2.9975405,2019-05-11 10:08:48.85
0.11851298,-9.192537,2.719813,2019-05-11 10:08:49.012
-0.04309563,-9.063251,3.3662477,2019-05-11 10:08:49.173
-0.46447513,-6.9946604,6.646304,2019-05-11 10:08:49.333
-0.30166942,-7.9810715,5.5880666,2019-05-11 10:08:49.493
-0.22984336,-7.77517,5.559336,2019-05-11 10:08:49.654
-0.78529817,-7.856573,5.755661,2019-05-11 10:08:49.816
-0.8619126,-7.7224975,5.5401826,2019-05-11 10:08:49.976
-0.6943185,-7.7608047,5.9280434,2019-05-11 10:08:50.139
-0.58897364,-7.645883,5.66947,2019-05-11 10:08:50.298
-0.34476504,-7.6746135,5.81791,2019-05-11 10:08:50.459
-0.062249243,-7.6027875,6.081272,2019-05-11 10:08:50.619
-0.16280572,-7.7703815,5.9807158,2019-05-11 10:08:50.778
-0.21547815,-7.8613615,5.8226986,2019-05-11 10:08:50.938
-0.40222588,-7.799112,5.884948,2019-05-11 10:08:51.099
-0.6560113,-7.741651,5.923255,2019-05-11 10:08:51.278
-0.5650316,-7.727286,5.884948,2019-05-11 10:08:51.42
-0.39743748,-7.7224975,5.9424086,2019-05-11 10:08:51.636
-0.49799395,-7.7368627,5.932832,2019-05-11 10:08:51.752
-0.48362875,-7.6889787,5.985504,2019-05-11 10:08:51.918
-0.48362875,-7.6985555,5.971139,2019-05-11 10:08:52.064
-0.47884035,-7.7129207,5.9807158,2019-05-11 10:08:52.225
-0.49320555,-7.7368627,5.9280434,2019-05-11 10:08:52.387
-0.4405331,-7.7224975,5.961562,2019-05-11 10:08:52.548
-0.47405192,-7.741651,5.899313,2019-05-11 10:08:52.707
-0.49799395,-7.7703815,5.851429,2019-05-11 10:08:52.867
-0.48362875,-7.8086886,5.861006,2019-05-11 10:08:53.031
-0.48841715,-7.789535,5.8466406,2019-05-11 10:08:53.189
-0.46926352,-7.741651,5.8466406,2019-05-11 10:08:53.352
-0.46447513,-7.7799582,5.865794,2019-05-11 10:08:53.511
-0.48362875,-7.7368627,5.9519854,2019-05-11 10:08:53.671
-0.50757074,-7.4591355,5.995081,2019-05-11 10:08:53.832
-0.25378537,-10.183737,7.297527,2019-05-11 10:08:53.994
2.517503,-6.4008985,7.9104424,2019-05-11 10:08:54.156
4.226963,-4.796783,6.0621185,2019-05-11 10:08:54.314
-4.003105,-6.669049,4.745308,2019-05-11 10:08:54.477
1.5119383,-2.694674,9.801862,2019-05-11 10:08:54.638
-2.5330653,-1.6986861,12.842498,2019-05-11 10:08:54.797
-1.163582,1.1204864,10.6637745,2019-05-11 10:08:54.957
0.49679685,1.5502456,9.519346,2019-05-11 10:08:55.118
-0.93852705,-0.34356794,10.726024,2019-05-11 10:08:55.28
-0.4165911,0.4165911,8.51857,2019-05-11 10:08:55.44
0.6452374,0.5650316,9.332599,2019-05-11 10:08:55.602
-0.08140286,1.3874398,12.306197,2019-05-11 10:08:55.761
4.710592,-0.88944596,8.6813755,2019-05-11 10:08:55.922
1.2916719,-1.9716251,6.6271505,2019-05-11 10:08:56.083
